code;name;calories;protein;fat;carbo;fiber
2709637;Turnip greens, fresh, cooked, fat added;42;1,11;2,77;4,23;3,4
2709638;Turnip greens, frozen, cooked, fat added;51;3,25;2,95;4,83;3,3
2709639;Watercress, raw;11;2,3;0,1;1,29;0,5
2709640;Watercress, cooked;36;2,4;2,84;1,35;0,5
2709641;Bitter melon, horseradish, jute, or radish leaves, cooked;56;3,49;2,74;6,47;1,8
2709642;Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked;57;2,12;2,88;7,15;1,8
2709643;Broccoli, raw;39;2,57;0,34;6,27;2,4
2709644;Broccoli, cooked, from restaurant;77;2,55;4,66;6,2;2,4
2709645;Broccoli, fresh, cooked, no added fat;41;2,67;0,35;6,51;2,5
2709646;Broccoli, frozen, cooked, no added fat;28;3,09;0,12;5,33;3
2709647;Broccoli, NS as to form, cooked;63;2,6;3;6,33;2,4
2709648;Broccoli, fresh, cooked, fat added, NS as to fat type;63;2,6;3;6,33;2,4
2709649;Broccoli, frozen, cooked, fat added, NS as to fat type;50;3,01;2,66;5,18;2,9
2709650;Broccoli, fresh, cooked with oil;67;2,59;3,37;6,32;2,4
2709651;Broccoli, fresh, cooked with butter or margarine;60;2,61;2,62;6,33;2,4
2709652;Broccoli, frozen, cooked with oil;53;3;3,02;5,18;2,9
2709653;Broccoli, frozen, cooked with butter or margarine;47;3,02;2,3;5,19;2,9
2709654;Broccoli casserole with noodles;112;3,55;3,77;15,9;1,9
2709655;Broccoli casserole with rice;107;4,14;3,6;15,1;1,9
2709656;Fried broccoli;223;4,28;12,9;22,4;1,7
2709657;Broccoli, chinese, raw;26;1,2;0,76;4,67;2,6
2709658;Broccoli, Chinese, cooked;50;1,22;3,42;4,72;2,6
2709659;Soup, broccoli cheese;82;4,26;4,54;6,08;1,3
2709660;Carrots, raw;44;0,87;0,24;9,68;2,9
2709661;Carrots, raw, salad;212;1,25;15,7;17,6;2,6
2709662;Carrots, raw, salad with apples;181;0,85;16;8,59;2,3
2709663;Carrots, cooked, from restaurant;86;0,94;4,67;10,2;3,1
2709664;Carrots, fresh, cooked, no added fat;50;0,98;0,36;10,7;3,2
2709665;Carrots, frozen, cooked, no added fat;39;0,81;0,47;7,9;3,2
2709666;Carrots, canned, cooked, no added fat;25;0,64;0,19;5,54;1,5
2709667;Carrots, fresh, cooked with oil;76;0,95;3,38;10,4;3,1
2709668;Carrots, fresh, cooked with butter or margarine;69;0,96;2,63;10,4;3,1
2709669;Carrots, NS as to form, cooked;72;0,96;3;10,4;3,1
2709670;Carrots, fresh, cooked, fat added, NS as to fat type;72;0,96;3;10,4;3,1
2709671;Carrots, frozen, cooked, fat added, NS as to fat type;61;0,79;3;7,67;3,1
2709672;Carrots, canned, cooked, fat added, NS as to fat type;47;0,63;2,74;5,38;1,5
2709673;Carrots, frozen, cooked with oil;64;0,78;3,36;7,67;3,1
2709674;Carrots, frozen, cooked with butter or margarine;57;0,8;2,64;7,68;3,1
2709675;Carrots, canned, cooked with oil;50;0,62;3,1;5,38;1,5
2709676;Carrots, canned, cooked with butter or margarine;44;0,64;2,38;5,39;1,5
2709677;Carrots, glazed, cooked;97;0,9;2,78;17,3;2,9
2709678;Carrots, canned, reduced sodium, cooked, no added fat;23;0,59;0,14;5,36;1,8
2709679;Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type;45;0,58;2,69;5,21;1,7
2709680;Carrots, canned, reduced sodium, cooked with oil;49;0,57;3,05;5,2;1,7
2709681;Carrots, canned, reduced sodium, cooked with butter or margarine;42;0,59;2,33;5,21;1,7
2709682;Beet juice;25;0,72;0,06;5,91;1,1
2709683;Carrot juice, 100%;40;0,95;0,15;9,28;0,8
2709684;Peas and carrots, fresh, cooked, no added fat;67;3,3;0,39;12,8;4,6
2709685;Peas and carrots, frozen, cooked, no added fat;58;2,97;0,37;11,1;3,8
2709686;Peas and carrots, canned, cooked, no added fat;46;2,56;0,5;8,45;3,2
2709687;Peas and carrots, cooked, NS as to form;89;3,22;3,03;12,5;4,4
2709688;Peas and carrots, fresh, cooked, fat added;89;3,22;3,03;12,5;4,4
2709689;Peas and carrots, frozen, cooked, fat added;80;2,89;2,9;10,7;3,7
2709690;Peas and carrots, canned, cooked, fat added;68;2,49;3,03;8,21;3,1
2709691;Pumpkin, canned, cooked;56;1,08;2,82;7,86;2,8
2709692;Pumpkin, cooked;52;1,05;2,84;6,77;0,5
2709693;Winter squash, raw;26;1;0,1;6,5;0,5
2709694;Winter squash, cooked, no added fat;37;0,89;0,35;8,82;2,8
2709695;Winter squash, cooked, fat added;59;0,87;2,88;8,57;2,7
2709696;Squash, winter, souffle;78;3,4;2,26;12,1;2,1
2709697;Sweet potato, NFS;115;1,58;4,53;17,1;3
2709698;Sweet potato, baked, NS as to fat;115;1,58;4,53;17,1;3
2709699;Sweet potato, baked, no added fat;82;1,64;0,39;18;3,1
2709700;Sweet potato, baked, fat added;115;1,58;4,53;17,1;3
2709701;Sweet potato, boiled, NS as to fat;115;1,58;4,53;17,1;3
2709702;Sweet potato, boiled, no added fat;82;1,64;0,39;18;3,1
2709703;Sweet potato, boiled, fat added;115;1,58;4,53;17,1;3
2709704;Sweet potato, candied;187;1,18;3,48;37,7;2,2
2709705;Sweet potato, canned, NS as to fat;124;1,58;4,35;20;1,7
2709706;Sweet potato, canned, no added fat;91;1,64;0,2;21;1,8
2709707;Sweet potato, canned, fat added;124;1,58;4,35;20;1,7
2709708;Sweet potato, casserole or mashed;99;1,89;2,56;17,2;2,4
2709709;Sweet potato fries, NFS;192;2,27;9,39;37,4;6
2709710;Sweet potato chips;529;2,92;32,2;56,5;8,8
2709711;Sweet potato fries, frozen;192;2,27;9,39;37,4;6
2709712;Sweet potato fries, from fresh;156;1,49;9,42;16,4;2,8
2709713;Sweet potato fries, fast food / restaurant;305;1,92;23,9;31,6;5,1
2709714;Sweet potato fries, school;192;2,27;9,39;37,4;6
2709715;Sweet potato tots;191;2,26;9,35;37,3;6
2709716;Sweet potato tots, fast food / restaurant;240;2,12;15,6;34,9;5,6
2709717;Sweet potato tots, school;192;2,27;9,39;37,4;6
2709718;Soup, pumpkin;72;1,1;4,7;6,86;1,5
2709719;Tomatoes, raw;20;0,82;0,31;4,04;1,2
2709720;Tomatoes, NS as to form, cooked;50;1,08;3,42;4,71;1,5
2709721;Tomatoes, fresh, cooked;50;1,08;3,42;4,71;1,5
2709722;Tomatoes, canned, cooked;43;0,82;3,04;3,23;1,8
2709723;Tomatoes, scalloped;110;2,7;4,97;14,1;1,9
2709724;Tomatoes, canned, reduced sodium, cooked;39;0,78;2,8;3,37;1,8
2709725;Fried green tomatoes;216;3,68;12,8;21,8;1,3
2709726;Tomato, green, pickled;40;1;0,18;9,09;0,9
2709727;Sun-dried tomatoes;258;14,1;2,97;55,8;12,3
2709728;Tomato juice, 100%;23;0,86;0,29;4,32;0,4
2709729;Tomato juice, 100%, low sodium;23;0,86;0,29;4,32;0,4
2709730;Tomato juice cocktail;22;0,93;0,31;3,87;0,5
2709731;Tomato and vegetable juice, 100%;22;0,93;0,31;3,87;0,5
2709732;Tomato and vegetable juice, 100%, low sodium;22;0,6;0,1;4,59;0,8
2709733;Ketchup;109;1,08;0,32;27,1;0,3
2709734;Ketchup, reduced sodium;101;1,04;0,1;27,4;0,3
2709735;Tomato chili sauce;92;2,5;0,3;19,8;2,4
2709736;Salsa, NFS;34;1,44;0,19;6,74;1,8
2709737;Salsa, pico de gallo;17;0,71;0,14;3,7;1,1
2709738;Salsa, red;34;1,44;0,19;6,74;1,8
2709739;Salsa, red, homemade;34;1,44;0,19;6,74;1,8
2709740;Taco sauce;11;1,16;0,68;0,72;0,5
2709741;Enchilada sauce, red;30;0,62;0,91;4,87;0,5
2709742;Enchilada sauce, green;38;1,13;0,89;6,36;1,9
2709743;Salsa verde or salsa, green;38;1,13;0,89;6,36;1,9
2709744;Hot Thai sauce;74;1,03;0,66;16,6;0,5
2709745;Spaghetti sauce;51;1,41;1,48;8,05;1,8
2709746;Spaghetti sauce with added vegetables;46;1,52;1,2;7,45;1,7
2709747;Spaghetti sauce, reduced sodium;51;1,41;1,48;8,06;1,8
2709748;Spaghetti sauce, fat free;24;1,2;0,3;5,31;1,5
2709749;Vodka sauce with tomatoes and cream;75;1,15;6,57;3,56;1,3
2709750;Barbecue sauce;172;0,82;0,63;40,8;0,9
2709751;Buffalo sauce;11;1,21;0,71;0,75;0,6
2709752;Steak sauce;95;1,25;0,23;22;1,5
2709753;Cocktail sauce;128;1,36;1,05;28,2;1,8
2709754;Puerto Rican seasoning with ham;266;3,96;24,8;7,24;1,6
2709755;Puerto Rican seasoning without ham and tomato sauce;127;1,02;10,8;6,89;1,5
2709756;Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar;122;0,52;10,2;6,35;0,6
2709757;Soup, tomato;19;0,65;0,41;3,64;0,9
2709758;Soup, cream of tomato;70;1,21;4,68;6,39;1
2709759;Soup, tomato, canned;34;0,63;0,33;7,65;0,6
2709760;Soup, tomato, canned / carton, reduced sodium;35;0,64;0,33;7,67;0,6
2709761;Tomato sandwich on white;201;8,46;6,8;26,5;1,5
2709762;Tomato sandwich on wheat;199;9,44;6,99;24,7;3,1
2709763;Raw vegetable, NFS;30;1,19;0,26;5,83;2
2709764;Sprouts, NFS;30;3,04;0,18;5,94;1,8
2709765;Alfalfa sprouts, raw;23;3,99;0,69;2,1;1,9
2709766;Artichoke;53;2,89;0,34;12;5,7
2709767;Asparagus, raw;20;2,2;0,12;3,88;2,1
2709768;Bean sprouts, raw;30;3,04;0,18;5,94;1,8
2709769;Green beans, raw;40;1,97;0,28;7,41;3
2709770;Beets, raw;43;1,61;0,17;9,56;2,8
2709771;Broccoflower, raw;31;2,95;0,3;6,09;3,2
2709772;Brussels sprouts, raw;43;3,38;0,3;8,95;3,8
2709773;Cabbage, green, raw;31;0,96;0,23;6,38;2,5
2709774;Cabbage, Chinese, raw;13;1,5;0,2;2,18;1
2709775;Cabbage, red, raw;34;1,24;0,21;6,79;2,1
2709776;Cactus, raw;16;1,32;0,09;3,33;2,2
2709777;Cauliflower, raw;25;1,92;0,28;4,97;2
2709778;Celery, raw;17;0,49;0,16;3,32;1,6
2709779;Fennel bulb, raw;31;1,24;0,2;7,3;3,1
2709780;Basil, raw;23;3,15;0,64;2,65;1,6
2709781;Chives, raw;30;3,27;0,73;4,35;2,5
2709782;Cilantro, raw;23;2,13;0,52;3,67;2,8
2709783;Corn, raw;86;3,27;1,35;18,7;2
2709784;Cucumber, raw;16;0,62;0,18;2,95;0,5
2709785;Eggplant, raw;25;0,98;0,18;5,88;3
2709786;Garlic, raw;143;6,62;0,38;28,2;2,7
2709787;Jicama, raw;38;0,72;0,09;8,82;4,9
2709788;Kohlrabi, raw;27;1,7;0,1;6,2;3,6
2709789;Lettuce, raw;20;0,92;0,1;3,69;1,3
2709790;Lettuce, Boston, raw;18;0,88;0,11;3,26;0,9
2709791;Lettuce, arugula, raw;25;2,58;0,66;3,65;1,6
2709792;Mixed salad greens, raw;21;1,31;0,21;3,43;1,4
2709793;Mushrooms, raw;31;2,9;0,35;4,13;1,7
2709794;Onions, green, raw;32;1,83;0,19;7,34;2,6
2709795;Onions, raw;38;0,86;0,08;8,46;1,7
2709796;Parsley, raw;36;2,97;0,79;6,33;3,3
2709797;Green peas, raw;81;5,42;0,4;14,4;5,7
2709798;Peppers, hot, raw;34;1,39;0,4;7,66;2,2
2709799;Peppers, raw, NFS;27;0,81;0,12;5,72;1
2709800;Peppers, sweet, green, raw;23;0,72;0,11;4,78;0,9
2709801;Peppers, sweet, red, raw;31;0,9;0,13;6,65;1,2
2709802;Peppers, banana, raw;27;1,66;0,45;5,35;3,4
2709803;Radish;16;0,68;0,1;3,4;1,6
2709804;Rutabaga, raw;37;1,08;0,16;8,62;2,3
2709805;Seaweed, raw;41;3,51;0,49;7,94;0,7
2709806;Snowpeas, raw;42;2,8;0,2;7,55;2,6
2709807;Summer squash, yellow, raw;19;1,01;0,27;3,88;1
2709808;Summer squash, green, raw;17;1,21;0,32;3,11;1
2709809;Turnip, raw;28;0,9;0,1;6,43;1,8
2709810;Mixed vegetable juice;28;0,72;0,16;6,3;1,2
2709811;Celery juice;17;0,49;0,16;3,32;1,6
2709812;Broccoli salad with cauliflower, cheese, bacon bits, and dressing;270;5,83;22,8;10,4;1,6
2709813;Broccoli slaw salad;123;1,97;8,11;10,4;1,9
2709814;Coleslaw, fast food / restaurant;159;0,88;11,8;12,4;1,9
2709815;Coleslaw;117;0,94;7,98;10,4;1,9
2709816;Cabbage salad, NFS;45;0,79;0,8;8,93;2,4
2709817;Coleslaw, with fruit;113;0,91;6,34;13,6;2,1
2709818;Cucumber and vegetable namasu;56;0,47;0,18;12,2;0,6
2709819;Cucumber salad, made with sour cream dressing;66;1,3;5,18;3,7;0,4
2709820;Cucumber salad, made with Italian dressing;120;0,46;9,96;6,19;0,5
2709821;Cucumber salad made with cucumber and vinegar;34;0,5;0,13;6,79;0,5
2709822;Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing;24;1,07;0,2;4,58;1,5
2709823;Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing;23;1,19;0,19;4,09;1,3
2709824;Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing;54;1,29;3,39;5,5;2,7
2709825;Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing;91;4,94;6,08;4,2;1,2
2709826;Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing;50;3,4;2,31;3,88;1,2
2709827;Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing;71;4,24;4,36;3,7;1,2
2709828;Lettuce, wilted, with bacon dressing;84;2,77;6,31;3,44;1
2709829;Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon;229;4,7;20,7;5,79;1,2
2709830;Greek Salad, no dressing;48;2,75;2,26;4,35;1,5
2709831;Spinach salad, no dressing;84;7,02;5,07;2,09;1,2
2709832;Cobb salad, no dressing;93;11,3;4,33;2,65;1,2
2709833;Aloe vera juice drink;15;-;-;3,75;-
2709834;Asparagus, fresh, cooked, no added fat;21;2,36;0,13;4,16;2,3
2709835;Asparagus, frozen, cooked, no added fat;18;2,94;0,42;1,91;1,6
2709836;Asparagus, canned, cooked, no added fat;19;2,14;0,65;2,46;1,6
2709837;Asparagus, NS as to form, cooked;45;2,3;2,86;4,04;2,2
2709838;Asparagus, fresh, cooked, fat added, NS as to fat type;45;2,3;2,86;4,04;2,2
2709839;Asparagus, frozen, cooked, fat added, NS as to fat type;40;2,86;2,95;1,86;1,5
2709840;Asparagus, canned, cooked, fat added, NS as to fat type;41;2,09;3,18;2,39;1,6
2709841;Asparagus, fresh, cooked with oil;49;2,29;3,25;4,04;2,2
2709842;Asparagus, fresh, cooked with butter or margarine;42;2,31;2,48;4,05;2,2
2709843;Asparagus, frozen, cooked with oil;44;2,86;3,31;1,86;1,5
2709844;Asparagus, frozen, cooked with butter or margarine;37;2,87;2,59;1,87;1,5
2709845;Asparagus, canned, cooked with oil;45;2,08;3,54;2,39;1,6
2709846;Asparagus, canned, cooked with butter or margarine;38;2,09;2,82;2,4;1,6
2709847;Bamboo shoots, cooked;41;1,68;2,94;3,13;1,4
2709848;Lima beans, from frozen, no added fat;103;6,05;0,34;19,3;5,3
2709849;Lima beans, from frozen, fat added;123;5,88;2,88;18,7;5,1
2709850;Lima beans, from canned;122;5,86;2,86;18,6;5,1
2709851;Green beans, cooked, from restaurant;78;1,96;4,6;7,32;3
2709852;Green beans, fresh, cooked, no added fat;42;2,05;0,29;7,7;3,1
2709853;Green beans, frozen, cooked, no added fat;28;1,49;0,17;6,43;3
2709854;Green beans, canned, cooked, no added fat;24;1,04;0,39;4,11;1,9
2709855;Green beans, NS as to form, cooked;55;1,51;2,93;5,74;2,4
2709856;Green beans, fresh, cooked, fat added, NS as to fat type;64;2;2,93;7,48;3
2709857;Green beans, frozen, cooked, fat added, NS as to fat type;50;1,45;2,71;6,25;2,9
2709858;Green beans, canned, cooked, fat added, NS as to fat type;46;1,02;2,93;4;1,8
2709859;Green beans, fresh, cooked with oil;68;1,99;3,31;7,47;3
2709860;Green beans, fresh, cooked with butter or margarine;61;2;2,56;7,48;3
2709861;Green beans, frozen, cooked with oil;53;1,44;3,07;6,24;2,9
2709862;Green beans, frozen, cooked with butter or margarine;47;1,46;2,35;6,26;2,9
2709863;Green beans, canned, cooked with oil;50;1,01;3,29;3,99;1,8
2709864;Green beans, canned, cooked with butter or margarine;43;1,03;2,57;4;1,8
2709865;Green beans, canned, reduced sodium, cooked, no added fat;22;1,12;0,46;4,32;1,9
2709866;Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type;44;1,1;3;4,2;1,8
2709867;Green beans, canned, reduced sodium, cooked with oil;48;1,09;3,36;4,19;1,8
2709868;Green beans, canned, reduced sodium, cooked with butter or margarine;41;1,1;2,64;4,2;1,8
2709869;Fried green beans;223;4,04;12,9;22,9;2
2709870;Yellow string beans, cooked;50;1,45;2,71;6,25;2,9
2709871;Bean sprouts, cooked;116;9,8;6,93;6,08;3,3
2709872;Beets, fresh, cooked, no added fat;45;1,67;0,18;9,93;2,9
2709873;Beets, canned, cooked, no added fat;31;0,91;0,14;7,21;1,8
2709874;Beets, NS as to form, cooked;53;0,89;2,69;7;1,7
2709875;Beets, fresh, cooked, fat added;67;1,63;2,82;9,65;2,8
2709876;Beets, canned, cooked, fat added;53;0,89;2,69;7;1,7
2709877;Beets, canned, reduced sodium, cooked;53;0,84;2,79;6,79;1,2
2709878;Bitter melon, cooked;41;0,82;2,72;4,19;1,9
2709879;Breadfruit, cooked;123;1,04;2,77;26,3;4,7
2709880;Broccoflower, cooked;55;2,98;2,96;6,15;3,2
2709881;Brussels sprouts, fresh, cooked, no added fat;45;3,51;0,31;9,3;3,9
2709882;Brussels sprouts, frozen, cooked, no added fat;42;3,63;0,39;8,3;4,1
2709883;Brussels sprouts, NS as to form, cooked;67;3,42;2,96;9,03;3,8
2709884;Brussels sprouts, fresh, cooked, fat added;67;3,42;2,96;9,03;3,8
2709885;Brussels sprouts, frozen, cooked, fat added;64;3,53;2,92;8,06;4
2709886;Burdock, cooked;100;1,6;2,89;18,1;3,4
2709887;Cabbage, Chinese, cooked, no added fat;14;1,56;0,21;2,26;1
2709888;Cabbage, Chinese, cooked, fat added;37;1,52;2,85;2,2;1
2709889;Cabbage, green, cooked, no added fat;32;1;0,24;6,63;2,6
2709890;Cabbage, green, cooked, fat added, NS as to fat type;55;0,98;2,88;6,44;2,5
2709891;Cabbage, green, cooked with oil;58;0,97;3,26;6,43;2,5
2709892;Cabbage, green, cooked with butter or margarine;52;0,99;2,51;6,44;2,5
2709893;Cabbage, red, cooked;58;1,26;2,86;6,85;2,1
2709894;Cabbage, savoy, cooked;51;2,02;2,75;6,16;3,1
2709895;Cactus, cooked, no added fat;16;1,32;0,09;3,32;2,2
2709896;Cactus, cooked, fat added;38;1,29;2,63;3,23;2,1
2709897;Cauliflower, fresh, cooked, no added fat;26;1,99;0,29;5,16;2,1
2709898;Cauliflower, frozen, cooked, no added fat;19;1,6;0,22;3,74;2,7
2709899;Cauliflower, NS as to form, cooked;49;1,94;2,93;5,02;2
2709900;Cauliflower, fresh, cooked, fat added, NS as to fat type;49;1,94;2,93;5,02;2
2709901;Cauliflower, frozen, cooked, fat added, NS as to fat type;41;1,57;2,76;3,64;2,6
2709902;Cauliflower, fresh, cooked with oil;52;1,94;3,31;5,01;2
2709903;Cauliflower, fresh, cooked with butter or margarine;46;1,95;2,56;5,02;2
2709904;Cauliflower, frozen, cooked with oil;45;1,56;3,12;3,63;2,6
2709905;Cauliflower, frozen, cooked with butter or margarine;38;1,58;2,4;3,64;2,6
2709906;Celery, cooked;42;0,52;2,9;3,46;1,7
2709907;Fennel bulb, cooked;62;1,42;3,22;8,32;3,5
2709908;Christophine, cooked;44;0,86;2,87;4,7;1,8
2709909;Corn, cooked, from restaurant;119;3,11;5,43;17,7;1,9
2709910;Corn, fresh, cooked, no added fat;86;3,26;1,35;18,6;2
2709911;Corn, frozen, cooked, no added fat;81;2,54;0,67;19,2;2,4
2709912;Corn, canned, cooked, no added fat;67;2,29;1,22;14,3;2
2709913;Corn, NS as to form, cooked;88;2,23;3,74;13,9;1,9
2709914;Corn, fresh, cooked, fat added, NS as to fat type;106;3,17;3,85;18,1;1,9
2709915;Corn, frozen, cooked, fat added, NS as to fat type;101;2,48;3,2;18,7;2,3
2709916;Corn, canned, cooked, fat added, NS as to fat type;88;2,23;3,74;13,9;1,9
2709917;Corn, fresh, cooked with oil;109;3,17;4,21;18,1;1,9
2709918;Corn, fresh, cooked with butter or margarine;103;3,18;3,5;18,1;1,9
2709919;Corn, frozen, cooked with oil;105;2,47;3,55;18,7;2,3
2709920;Corn, frozen, cooked with butter or margarine;98;2,48;2,84;18,7;2,3
2709921;Corn, canned, cooked with oil;91;2,22;4,1;13,9;1,9
2709922;Corn, canned, cooked with butter or margarine;85;2,24;3,38;13,9;1,9
2709923;Corn, creamed;72;1,74;0,42;18,1;1,2
2709924;Corn, canned, reduced sodium, cooked, no added fat;66;2,1;0,83;14,9;1,8
2709925;Corn, canned, reduced sodium, cooked, fat added, NS as to fat type;88;2,04;3,55;14,5;1,8
2709926;Corn, canned, reduced sodium, cooked with oil;92;2,04;3,94;14,5;1,8
2709927;Corn, canned, reduced sodium, cooked with butter or margarine;85;2,05;3,16;14,5;1,8
2709928;Cucumber, cooked;45;0,72;3,2;3,37;0,6
2709929;Eggplant, cooked, no added fat;27;1,05;0,19;6,3;3,2
2709930;Eggplant, cooked, fat added;51;1,03;2,92;6,13;3,1
2709931;Flowers or blossoms of sesbania, squash, or lily, cooked;37;1,06;2,62;3,2;0,9
2709932;Garlic, cooked;142;6,58;0,38;28;2,7
2709933;Hominy, cooked;88;1,45;2,91;13,8;2,4
2709934;Kohlrabi, cooked;51;1,72;2,75;6,26;3,6
2709935;Leeks;88;1,57;3,05;14,7;1,9
2709936;Lotus root, cooked;87;1,54;2,61;15,5;3
2709937;Mushrooms, fresh, cooked, no added fat;39;3,61;0,43;5,15;2,2
2709938;Mushrooms, NS as to form, cooked;66;3,52;3,6;5;2,1
2709939;Mushrooms, fresh, cooked, fat added, NS as to fat type;66;3,52;3,6;5;2,1
2709940;Mushrooms, canned, cooked;47;1,82;2,84;4,95;2,3
2709941;Mushrooms, fresh, cooked with oil;70;3,5;4,05;5;2,1
2709942;Mushrooms, fresh, cooked with butter or margarine;62;3,52;3,16;5,01;2,1
2709943;Mushroom, Asian, cooked, from dried;44;2,4;0,2;8,15;4,2
2709944;Okra, fresh, cooked, no added fat;35;2,07;0,2;7,99;3,4
2709945;Okra, frozen, cooked, no added fat;29;1,62;0,24;6,39;2,1
2709946;Okra, NS as to form, cooked;59;2,02;2,94;7,76;3,3
2709947;Okra, fresh, cooked, fat added;59;2,02;2,94;7,76;3,3
2709948;Okra, frozen, cooked, fat added;51;1,59;2,78;6,21;2
2709949;Lettuce, cooked;49;1,06;3,11;4,21;1,5
2709950;Onions, cooked, no added fat;47;1,29;0,12;11;2
2709951;Onions, cooked, fat added;73;1,26;3,11;10,6;1,9
2709952;Onions, pearl, cooked;50;0,7;2,59;6,49;1,4
2709953;Onions, green, cooked;63;2,09;3,21;8,37;3
2709954;Palm hearts, cooked;134;2,62;2,74;24,8;1,5
2709955;Parsnips, cooked;92;1,29;2,84;16,5;3,5
2709956;Blackeyed peas, from frozen;151;8,23;3,18;23;6,2
2709957;Blackeyed peas, from canned;150;8,19;3,17;22,9;6,2
2709958;Green peas, cooked, from restaurant;119;5,37;4,72;14,3;5,6
2709959;Green peas, fresh, cooked, no added fat;84;5,63;0,42;15;5,9
2709960;Green peas, frozen, cooked, no added fat;78;5,14;0,27;14,2;4,5
2709961;Green peas, canned, cooked, no added fat;68;4,47;0,8;11,4;4,9
2709962;Green peas, NS as to form, cooked;98;4,99;2,81;13,8;4,4
2709963;Green peas, fresh, cooked, fat added, NS as to fat type;106;5,47;3,06;14,6;5,7
2709964;Green peas, frozen, cooked, fat added, NS as to fat type;98;4,99;2,81;13,8;4,4
2709965;Green peas, canned, cooked, fat added, NS as to fat type;89;4,35;3,33;11;4,8
2709966;Green peas, fresh, cooked with oil;109;5,46;3,43;14,6;5,7
2709967;Green peas, fresh, cooked with butter or margarine;102;5,48;2,68;14,6;5,7
2709968;Green peas, frozen, cooked with oil;102;4,99;3,17;13,8;4,4
2709969;Green peas, frozen, cooked with butter or margarine;95;5;2,45;13,8;4,4
2709970;Green peas, canned, cooked with oil;92;4,34;3,69;11;4,8
2709971;Green peas, canned, cooked with butter or margarine;86;4,36;2,97;11;4,8
2709972;Green peas, canned, reduced sodium, cooked, no added fat;66;3,99;0,38;12,2;4,1
2709973;Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type;93;3,88;3,56;11,8;4
2709974;Green peas, canned, reduced sodium, cooked with oil;97;3,87;4;11,8;4
2709975;Green peas, canned, reduced sodium, cooked with butter or margarine;89;3,89;3,11;11,8;4
2709976;Peppers, green, cooked;47;0,74;2,76;4,83;0,9
2709977;Peppers, red, cooked;55;0,92;2,78;6,71;1,2
2709978;Peppers, hot, cooked;59;1,41;3,06;7,72;2,2
2709979;Pimiento;28;1,35;0,37;6,24;2,3
2709980;Rutabaga, cooked;63;1,13;2,9;8,98;2,4
2709981;Salsify, cooked;89;2,65;2,71;14,9;3
2709982;Sauerkraut;40;0,9;2,53;4,16;2,8
2709983;Snowpeas, fresh, cooked, no added fat;44;2,91;0,21;7,84;2,7
2709984;Snowpeas, frozen, cooked, no added fat;52;3,49;0,38;8,99;3,1
2709985;Snowpeas, NS as to form, cooked;66;2,83;2,85;7,62;2,6
2709986;Snowpeas, fresh, cooked, fat added;66;2,83;2,85;7,62;2,6
2709987;Snowpeas, frozen, cooked, fat added;73;3,4;2,91;8,74;3
2709988;Seaweed, dried;298;31,8;4,01;52,4;5,6
2709989;Seaweed, cooked, no added fat;41;3,51;0,49;7,94;0,7
2709990;Seaweed, cooked, fat added;63;3,41;3,06;7,71;0,7
2709991;Summer squash, yellow or green, fresh, cooked, no added fat;21;1,3;0,35;4,1;1,2
2709992;Summer squash, yellow or green, frozen, cooked, no added fat;21;1,21;0,16;4,54;1,3
2709993;Summer squash, yellow or green, NS as to form, cooked;47;1,27;3,33;3,99;1,1
2709994;Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type;47;1,27;3,33;3,99;1,1
2709995;Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type;43;1,18;2,71;4,41;1,3
2709996;Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type;35;0,6;2,6;2,86;1,3
2709997;Summer squash, yellow or green, fresh, cooked with oil;51;1,26;3,75;3,98;1,1
2709998;Summer squash, yellow or green, fresh, cooked with butter or margarine;44;1,28;2,91;3,99;1,1
2709999;Summer squash, yellow or green, frozen, cooked with oil;46;1,18;3,06;4,4;1,3
2710000;Summer squash, yellow or green, frozen, cooked with butter or margarine;40;1,19;2,35;4,42;1,3
2710001;Spaghetti squash, cooked;49;0,65;2,8;6,26;1,4
2710002;Turnip, cooked;54;0,95;2,84;6,7;1,9
2710003;Water Chesnut;78;1,38;0,09;19,2;3,9
2710004;Winter melon, cooked;36;0,4;2,74;2,95;1
2710005;Yeast;325;40,4;7,61;41,2;26,9
2710006;Yeast extract spread;185;23,9;0,9;20,4;6,5
2710007;Lima beans and corn, cooked, no added fat;92;4,3;0,5;19,2;3,8
2710008;Lima beans and corn, cooked, fat added;112;4,18;3,04;18,7;3,7
